"","degree.mst.","ID","closeness_centrality","betweeness_centrality","eigen_centrality","community"
"184",1,"WDR1",0.000954503584406828,0,0.00495587850016575,15
"185",2,"ZNF101",0.00107520999059379,194,0.0209087368249567,15
"186",1,"ZNF257",0.000725572415943395,0,9.36543105817401e-05,15
"187",2,"ZNF486",0.000967875072565142,764,0.00594819865265602,15
"188",2,"CRIPT",0.000938331677498647,386,0.00445953472559284,16
"189",3,"FCMR",0.00119349045564937,1142,0.071073756658718,16
"190",2,"PAFAH1B2",0.000846038243958261,194,0.00111756272650122,16
"191",2,"PTCD3",0.00104885844496632,194,0.0177156199451532,16
"192",1,"RBBP5",0.000933731740535886,0,0.00419688254811516,16
"193",1,"RNF41",0.000769995042064276,0,0.000262898294607962,16
"194",1,"SLC24A2",0.00118274676410748,0,0.062934868835676,16
"195",2,"TMEM175",0.00105139783196063,576,0.0177884571849636,16
"196",3,"ZNF319",0.00137252412839595,1503,0.267131613892242,16
